Platform,GPU,Case,EP,T,H,I,E,K,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
ROCm,MI355X,DeepSeek-V3,8,8192,7168,2048,256,8,PASS,2.447,838.6,3.989,1028.9
