Platform,GPU,Case,EP,T,H,I,E,K,Check,Forward Time (ms),Forward TFLOPS,Backward Time (ms),Backward TFLOPS
ROCm,MI355X,DeepSeek-V3,8,8192,7168,2048,256,8,PASS,6.165,332.8,11.023,372.3
