timestamp,world_size,hidden_size,moe_ffn_hidden_size,num_experts,topk,dtype,routing,sync_free_stage,num_tokens,time_us,tflops,gbps,sort_us,dispatch_us,fused_moe_us,combine_us,misc_us,all_kernels_us
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,256,1428.3,126.3,2073,11.7,167.6,881.5,186.6,110.2,1357.6
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,1024,1940.6,371.8,1746,11.4,403.1,880.3,403.0,177.0,1874.7
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,2048,3350.5,430.7,1182,11.7,722.2,1556.6,710.0,281.8,3282.3
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,4096,6394.1,451.4,798,11.4,1341.6,3126.6,1342.8,503.3,6325.7
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,8192,12500.6,461.8,591,11.3,2564.8,6270.5,2571.8,1014.8,12433.1
2026-05-27T07:28,8,7168,2048,256,8,bf16,spread,2,16384,24238.1,476.3,493,12.8,4988.0,12208.7,5000.7,1958.3,24168.5
